sku,name,sale_price,brand,other_names,description,sold_in_quantity,positions,applications,replaces,hazmat,install_time,may_be_required,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_7_url,image_8_url,image_9_url,image_10_url,image_11_url,image_12_url,image_13_url,image_14_url,image_15_url,image_16_url,image_17_url,image_18_url,image_19_url,image_20_url,image_21_url,image_22_url,alto,largo,ancho,volumen,peso,listo,otros_nombres,descripcion,sat_id,category,alias,nombre,handle
PT9323518002,"Exhaust Tip, Black Chrome - Toyota (PT932-35180-02)",67.13,Toyota,Exhaust Tail Pipe Tip,"Finish off the Tacoma 's bold style with this shiny exhaust tip.\
 Constructed of polished, corrosion-resistant, single-walled 304 stainless steel\
 Easy bolt-on installation; no cutting, drilling or welding\
\
          \
          Fits Tacoma  Color: Black Chrome CONSTRUCTION: Single Wall Finish: Blk Chrome Special Edition: Blackout Package \
          \
          This is an Exhaust Tip part for the Tacoma in Black Chrome. . Constructed of polished, corrosion-resistant chromed 304 stainless steelFeatures a finely etched Toyota logoEasy, clamp on installationAlso available in Chrome.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/1433fd763dc0dc421554544f85c9aa4c.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,15,10,1500,2,null,Punta de tubo de escape,Complementa el estilo audaz del Tacoma con esta punta de escape cromada en negro. Construida de acero inoxidable 304 pulido y resistente a la corrosión. Instalación fácil con abrazaderas. También disponible en acabado cromado estándar.,null,null,null,"Punta de escape, cromo negro",exhaust-tip-black-chrome-toyota-pt932-35180-02-pt9323518002
PT9483422002,"Exterior Badge, Tailgate Insert, Black - Toyota (PT948-34220-02)",60.42,Toyota,Tun Bdge Black Tailgate,"Tailgate inserts emphasize the Tundra stamp in the tailgate and are an easy way to customize the look of your truck. Individual letters strongly adhere into the stamped tailgate logo.Attached with strong adhesive backingTwo colors available, bright chrome or flat black.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/e05fcf7be99049a9fa99472606d7eaf1.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5,20,5,50,0.1,null,Tun Bdge Black Tailgate,"Las inserciones en la compuerta trasera enfatizan el grabado ""Tundra"" en la compuerta trasera y son una forma sencilla de personalizar el aspecto de tu camioneta. Las letras individuales se adhieren firmemente al logotipo grabado en la compuerta. Se adhieren con un respaldo adhesivo fuerte. Disponibles en dos colores: cromo brillante o negro mate.",null,null,null,"Inserto de emblema exterior, negro",exterior-badge-tailgate-insert-black-toyota-pt948-34220-02-pt9483422002
PT9484820C02,"Exterior Emblem, Blackout Overlay, Le - Toyota (PT948-4820C-02)",123.07,Toyota,Hldrh Bdge Le Black,"Molded from tough and durable black ABS plastic, blackout emblem overlays are engineered to precisely fit over existing badges, making it easy to customize in minutesIncludes overlays for the Model name, Model grade, Toyota logo, AWD and Hybrid if applicable.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/308c803698bfdacd17303b801af32c10.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5,20,5,50,0.1,null,Hldrh Bdge Le Black,"Moldeadas en plástico ABS negro resistente y duradero, las cubiertas de emblemas en negro están diseñadas para ajustarse con precisión sobre las insignias existentes, lo que facilita la personalización en minutos. Incluye cubiertas para el nombre del modelo, grado del modelo, logotipo de Toyota, AWD y Hybrid si corresponde.",null,null,null,"Emblema exterior en negro, LE",exterior-emblem-blackout-overlay-le-toyota-pt948-4820c-02-pt9484820c02
PT9484820902,"Exterior Emblem, Blackout Overlay, Limited - Toyota (PT948-48209-02)",123.07,Toyota,Hldrh Bdge Limited B,"Molded from tough and durable black ABS plastic, blackout emblem overlays are engineered to precisely fit over existing badges, making it easy to customize in minutesIncludes overlays for the Model name, Model grade, Toyota logo, AWD and Hybrid if applicable.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/99b8df5f689e9385974f78484df5ad9a.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5,20,5,50,0.1,null,Hldrh Bdge Limited B,"Moldeadas en plástico ABS negro resistente y duradero, las cubiertas de emblemas en negro están diseñadas para ajustarse con precisión sobre las insignias existentes, lo que facilita la personalización en minutos. Incluye cubiertas para el nombre del modelo, grado del modelo, logotipo de Toyota, AWD y Hybrid si corresponde.",null,null,null,"Emblema exterior en negro, Limited",exterior-emblem-blackout-overlay-limited-toyota-pt948-48209-02-pt9484820902
PT2061622020,"Floor Liners, All-Weather, Fwd - Toyota (PT206-16220-20)",130.90,Toyota,"Floor Liners, All-Weather, Front & Rear, Fwd, Cor Crs Awfl Mat Black","Engineered to precisely fit your vehicle, all-weather floor liners are made from durable, flexible, weather-resistant material that cleans easily Precise injection molding uses Toyota's original vehicle design data for a comfortable fit Includes two front liners and one rear liner Liners feature ribbed channels to better hold moisture and a stylish vehicle logo Skid-resistant backing and driver-side quarter-turn fasteners help keep the liners in place.",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/a3e6fe0027891cb9e026d26268498f27.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,80,28800,3,null,"Tapetes de piso todo clima, delanteros y traseros, FWD, Corolla Cross, negros",Alfombrillas todo clima diseñadas para encajar perfectamente. Incluye 2 delanteras y 1 trasera con canales para contener humedad.. Logo del vehículo incluido.,null,null,null,"Tapetes de piso, todo clima, FWD",floor-liners-all-weather-fwd-toyota-pt206-16220-20-pt2061622020
PT41342130,Floor Lighting Kit - Toyota (PT413-42130),56.41,Toyota,Footwell Light Kit,This lighting kit brightens the front floor area every time you enter your RAV4 or the front doors are opened. The kit adds an elegant touch of light to your RAV4 while clearly illuminating the front footwells..,null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/93abc903eb7a155a7e448bdd95238056.webp,https://s3.amazonaws.com/rp-part-images/assets/0e3e3bdb1b4ee51fb7ea9791a51c1618.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,15,5,750,0.5,null,Kit de luces de piso,"Este kit de iluminación ilumina el área del piso delantero cada vez que se abre una puerta, añadiendo un toque elegante al interior del RAV4 y mejorando la visibilidad.",null,null,null,Kit de iluminación de piso,floor-lighting-kit-toyota-pt413-42130-pt41342130
PT9083521302,"Floor Mats, All Weather, AT - Toyota (PT908-35213-02)",123.07,Toyota,Floor Mat,"The Tub Style configuration is uniquely engineered using the latest “raw data” from the vehicle floor specifications.Tested and approved, the Tub Style mat provides maximum protection for the original vehicle floor carpet from soiling do to dirt, mud, sand, and snow.“Tub Style” perimeter design and function provides an ideal fit to the floor to help eliminate any unnecessary movement.Tub Style all weather mats are constructed from a durable, lightweight, and completely recyclable TPE material and can be easily washed using soap and water.The front mats are highlighted with a custom-molded logo that provides a distinctive OE look.We are proud to say these mats are “Made in the USA”!.",null,"Front, Rear",null,PT908-35174-20,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/cb21075af8231d8553e6fb6fce2f7793.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Tapete de piso,null,null,null,null,"Tapetes de piso, todo clima, transmisión automática",floor-mats-all-weather-at-toyota-pt908-35213-02-pt9083521302
PT2060821002,"Floor Liners, All-Weather - Toyota (PT206-08210-02)",179.01,Toyota,Floor Liner,"Engineered to precisely fit your vehicle, all-weather floor liners are made from durable, flexible, weather-resistant material that cleans easily.Precise injection molding uses Toyota's original vehicle design data for a perfect fitLiners feature ribbed channels to better hold moistureSkid-resistant backing and driver-side quarter-turn fasteners help keep the liners in place.",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/7f09e10958a779ff130e7b44b5ff1d4b.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,80,28800,3,null,Tapete de piso,Alfombrillas todo clima diseñadas para ajustarse al vehículo. Material duradero y canales acanalados para contener humedad.. Base antideslizante y fijadores de seguridad incluidos.,null,null,null,"Tapetes de piso, todo clima",floor-liners-all-weather-toyota-pt206-08210-02-pt2060821002
PT2060821920,"Floor Liners, Carpet - Toyota (PT206-08219-20)",179.01,Toyota,Sien Hv Cflm Black 8 P,"Long-wearing, fade-resistant carpet floor mats help keep your carpet neat and clean.Precisely engineered to fit your vehicle's floorSkid-resistant backing and driver-side quarter-turn fasteners help secure mat in positionRemovable and easy to cleanVehicle logo adds a customized touch.",null,"Front, Rear",null,PT206-08215-20,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/a79f8919a1a4b1aaa1bcdbd8f27010f7.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,80,28800,2.5,null,"Tapetes de piso para Sienna híbrida, color negro, 8 pasajeros",Alfombrillas de moqueta resistentes al desgaste. Ajuste preciso y respaldo antideslizante.. Logo del vehículo incluido.,null,null,null,"Tapetes de piso, alfombra",floor-liners-carpet-toyota-pt206-08219-20-pt2060821920
PT2063422020,"Floor Liners, All-Weather - Toyota (PT206-34220-20)",139.85,Toyota,"Floor Liners, All-Weather, Front & Rear, Tun Awfl Black","Engineered to precisely fit your vehicle, all-weather floor liners are made from durable, flexible, weather-resistant material that cleans easily. •Precise injection molding uses Toyota's original vehicle design data for a perfect fit •Includes two rear liners to help provide more complete coverage •Liners feature ribbed channels to better hold moisture and a stylish vehicle logo •Skid-resistant backing and driver- side quarter-turn fasteners help keep the liners in place• Made in the U.S.A..",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/78810c9c1507398c659375dcde0b14fc.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,120,80,28800,3,null,"Tapetes de piso todo clima, delanteros y traseros, Tundra negros",Alfombrillas todo clima duraderas y de ajuste preciso. Material flexible con canales para contener humedad.. Incluye fijadores de seguridad y logo del vehículo.,null,null,null,"Tapetes de piso, todo clima",floor-liners-all-weather-toyota-pt206-34220-20-pt2063422020
PT9084723020,"Floor Liners, All Weather - Toyota (PT908-47230-20)",130.90,Toyota,Prs Prsp Awfl Black 4P,"Engineered to precisely fit your vehicle, all-weather floor liners are made from durable, flexible, weather-resistant material.Precise injection molding uses Toyota's original vehicle design data for a perfect fitIncludes two rear liners for more complete coverage                            Skid-resistant backing and driver-side quarter turn fasteners help keep the liners in place..",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/102b75ad42e19f450e563725abc33211.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Prius Prime todo clima negro (4p),Forros para todo clima fabricados con materiales duraderos y resistentes al clima. Incluyen inyección precisa para un ajuste perfecto y un diseño antideslizante que ayuda a mantener los forros en su lugar.,null,null,null,"Tapetes de piso, todo clima",floor-liners-all-weather-toyota-pt908-47230-20-pt9084723020
PT9084820120,"Floor Liners, All-Weather - Toyota (PT908-48201-20)",172.30,Toyota,Floor Liner,"Engineered to precisely fit your vehicle, all-weather floor liners are made from durable, flexible, weather-resistant material that cleans easilyPrecise injection molding uses Toyota's original vehicle design data for a perfect fitIncludes one piece 2nd-row liner and one-piece 3-row liner for more complete coverageLiners feature ribbed channels to better hold moisture and a stylish vehicle logo for front linersSkid-resistant backing and driver-side quarter-turn fasteners help keep the liners in place  .",null,null,null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/2f68d229f2f5cfb84364ba0fc7b6c90f.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Protector de piso,null,null,null,null,"Tapetes de piso, todo clima",floor-liners-all-weather-toyota-pt908-48201-20-pt9084820120
PT9080318120,"Floor Mats, All-Weather, Hybrid - Toyota (PT908-03181-20)",123.07,Toyota,Floor Mat,"Engineered to precisely fit your vehicle, all-weather Floor liners are made from durable, flexible, weather-resistant Material that Cleans easily.\
 Precise Injection molding uses Toyota's original vehicle design data for a perfect fit\
 Liners feature channels to better hold moisture \
 Skid-resistant backing and Driver-side quarter-turn fasteners help keep the liners in place\
\
          \
          Fits Camry Color: Black Engine Type: Hybrid Number of Pieces: 4 This Floor mat/liner was designed specifically for use in your model and model year vehicle and SHOULD NOT be used in any other vehicle. To avoid potential interference with Pedal opeRation, each mat must be secured with its fasteners. Do not install a Floor mat/liner on top of an existing Floor mat.\
          \
          An advanced concept in superior protection for the interior. They cover the floor and surrounding edges on all sides to help keep your carpets clean and dry.Precise injection molding utilizing Toyota’s own vehicle design data helps ensure a perfect fitMolded Camry logo for the front matsMade in the U.S.A..",null,"Front, Rear",null,null,null,null,null,https://s3.amazonaws.com/rp-part-images/assets/64dd43eb13a7a2cf2fccbda2df6095fb.webp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,100,70,14000,3,null,Tapete de piso,"Forros para todo clima diseñados específicamente para vehículos híbridos. Incluyen un diseño avanzado que canaliza agua, barro y escombros fuera del área de los pies.",null,null,null,"Tapetes de piso, todo clima para híbrido",floor-mats-all-weather-hybrid-toyota-pt908-03181-20-pt9080318120
